FSM,Testcases,Cores,Total CPU,Execution GPU,Total GPU
yahoo.test,2627405,32,130.23019,504.036384,550.025297
yahoo.test,2627405,16,145.714247,504.036384,550.025297
yahoo.test,2627405,8,249.040467,504.036384,550.025297
yahoo.test,2627405,1,1781.157653,504.036384,550.025297
yahoo.test,2097152,32,104.058927,403.035872,440.4637
yahoo.test,2097152,16,108.768264,403.035872,440.4637
yahoo.test,2097152,8,197.795008,403.035872,440.4637
yahoo.test,2097152,1,1421.613703,403.035872,440.4637
yahoo.test,1048576,32,52.065117,203.117728,222.409086
yahoo.test,1048576,16,54.372119,203.117728,222.409086
yahoo.test,1048576,8,98.830316,203.117728,222.409086
yahoo.test,1048576,1,711.270038,203.117728,222.409086
yahoo.test,524288,32,26.071949,103.226208,114.651567
yahoo.test,524288,16,27.030243,103.226208,114.651567
yahoo.test,524288,8,49.431186,103.226208,114.651567
yahoo.test,524288,1,355.131999,103.226208,114.651567
yahoo.test,262144,32,13.076623,53.363072,57.943604
yahoo.test,262144,16,20.336292,53.363072,57.943604
yahoo.test,262144,8,24.473769,53.363072,57.943604
yahoo.test,262144,1,177.142906,53.363072,57.943604
yahoo.test,131072,32,7.060272,29.264704,31.79832
yahoo.test,131072,16,7.34278,29.264704,31.79832
yahoo.test,131072,8,12.585149,29.264704,31.79832
yahoo.test,131072,1,88.700031,29.264704,31.79832
yahoo.test,65536,32,3.544733,16.67712,17.979073
yahoo.test,65536,16,3.692867,16.67712,17.979073
yahoo.test,65536,8,6.209114,16.67712,17.979073
yahoo.test,65536,1,44.52853,16.67712,17.979073
yahoo.test,32768,32,1.765172,10.710112,11.375076
yahoo.test,32768,16,1.858131,10.710112,11.375076
yahoo.test,32768,8,3.65194,10.710112,11.375076
yahoo.test,32768,1,22.152728,10.710112,11.375076
yahoo.test,16384,32,0.896275,4.116704,4.564837
yahoo.test,16384,16,1.094694,4.116704,4.564837
yahoo.test,16384,8,1.860227,4.116704,4.564837
yahoo.test,16384,1,11.094523,4.116704,4.564837
yahoo.test,8192,32,0.540922,2.906432,3.265716
yahoo.test,8192,16,0.882307,2.906432,3.265716
yahoo.test,8192,8,1.010117,2.906432,3.265716
yahoo.test,8192,1,5.526554,2.906432,3.265716
yahoo.test,4096,32,0.33482,2.272192,2.62513
yahoo.test,4096,16,0.622846,2.272192,2.62513
yahoo.test,4096,8,0.612649,2.272192,2.62513
yahoo.test,4096,1,3.606751,2.272192,2.62513
yahoo.test,2048,32,0.206311,1.936,2.09245
yahoo.test,2048,16,0.396071,1.936,2.09245
yahoo.test,2048,8,0.31282,1.936,2.09245
yahoo.test,2048,1,1.834315,1.936,2.09245
